,Commit message,Class
3302,boleto refactoring removendo interface emissor renomeando emissorpadrao para emissor,pull up
3303,start refactoring cycledetection extension fix bug link trajectory,pull up
3304,major refactoring untangling separation logic,pull up
3305,add good collection parameterised mutators intbitset e g removeall update unit test ssomewhat,pull up
3306,refactored jms appender,pull up
3307,first batch refactoring,pull up
3308,move equal hashcode content since define content still final method jh,pull up
3309,boleto rafactoring removendo interface sacado renomeando sacadopadrao para sacado,pull up
3310,move record doremoteaction call fieldlist,pull up
3311,added bipart function refactor,pull up
3312,add mysql wkt wkb codec test case refactors codec unit test,pull up
3313,initial jvsthost refactoring,pull up
3314,new branch refactoring interface support jlems,pull up
3315,refactors git svn id http yusuke homeip net svn twitter j trunk b e ab bb b,pull up
3316,refactored rule base class around rule interface instead around ast visitor interface long term goal support additional language beyond java organize like pmd abstractrule core rule implementation pmd xpathrule core xpath rule implementation pmd java abstractjavarule java specific rule implementation pmd jsp abstractjsprule jsp specific rule implementation pmd xxx abstractxxxrule language xxx specific rule implementation start much large reorganize effort get thing sync additional work need generalize xpathrule git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
3317,refactoring ivory app class reduce code duplication,pull up
3318,late wi implementation update gagnavarslan support character file folder name include url encoded character move digest auth directory wi relate configuration nuxeo platform wi backend module bug fix etc,pull up
3319,gui test refactoring multipagechest support,pull up
3320,cpk refactoring test pass cpf pentaho remove pluginslist,pull up
3321,moved common code cascade merge daos abstract class git svn id http source jasig org person directory trunk f dbab f eb b e eb,pull up
3322,move test section menus,pull up
3323,refactor cache bit,pull up
3324,add two new test refactorings pull class level push method level,pull up
3325,refactored ssl test use java api rather property configuration git svn id http svn apache org repos asf mina ftpserver trunk f bb ffa edef,pull up
3326,refactor make operation abstract class use anonymous insert action,pull up
3327,remove sslv hardcoding,pull up
3328,refactor primitive array object array infrastructure much dry,pull up
3329,add componentmodel jsr refactor component model implementation reduce code duplication,pull up
3330,part http jira duraspace org browse duracloud update storage provider set bucket policy new space move content storage class standard infrequently access day also add task set bucket policy exist space also remove task use set storage class item item,pull up
3331,remove util,pull up
3332,merge revision via svnmerge http svn dev java net svn hudson branch clearcase snapshot r redsolo apr line add new file ucm activity base change log r redsolo apr line move command lsactivity cleartool r redsolo ti maj line move cleartool executable string hudsoncleartoollauncher r redsolo ti maj line remove cleartool executable string away cleartool implementation r redsolo ti maj line apply path ucmactivity ucmhistorybuilder henrik add outputformat cleartoolformathandler help clear tool format r redsolo maj line clearcase plugin add ucm parse changelog xml patch henrik r redsolo maj line clearcase plugin add test write ucm changelog xml r redsolo maj line clearcase plugin add changlogaction henrik r redsolo maj line clearcase plugin lshistory return reader instead change log r redsolo lö maj line clearcase plugin finish import ucm change henrik r redsolo sö maj line clearcase plugin add patch remove view ucm activity henrik lynggaard r redsolo sö maj line clearcase plugin test file r redsolo sö maj line clearcase plugin correct test ucmchangelogaction r redsolo sö maj line clearcase plugin fix fail test lshistory ct command r redsolo må maj line clearcase plugin fix change log parse base ucm scms r redsolo må maj line clearcase plugin fix compile error test r redsolo må maj line clearcase plugin apply patch remove view ucm activity r redsolo må maj line clearcase plugin apply patch add sub activity change log r lynggaard maj line dummy change test developer access r lynggaard maj line clearcase plugin branch ucm changelog page convert activity base changelog r lynggaard maj line clearcase plugin branch preparation ucm tag support need expose mkbl cleartool command r redsolo maj line clearcase plugin make get method ucm ucmactivity export r lynggaard maj line clearcase plugin branch build extend changelog changelog since last fail build r lynggaard maj line clearcase plugin branch lsactivity need viewname r lynggaard fr maj line clearcase plugin branch user write stream part stream name strip r lynggaard fr maj line clearcase plugin branch extra unittest locate issue r lynggaard fr maj line clearcase plugin branch cleartool particular parameter order r lynggaard lö maj line clearcase plugin branch add tostring method easy debug r lynggaard lö maj line clearcase plugin branch improve ucm specific changelog issue r lynggaard lö maj line clearcase plugin branch ensure changelog action reset extend changelog r lynggaard lö maj line clearcase plugin branch improve ucm changelog provide stream user sub activity r lynggaard lö maj line clearcase plugin branch remove second ucm changelog r lynggaard sö maj line clearcase plugin branch fix tokenize issue branch also r lynggaard sö maj line clearcase plugin branch improve ucm changelog page r lynggaard sö maj line clearcase plugin branch minor change regexp generation r lynggaard sö maj line clearcase plugin branch new ucm fake cleartool setup r lynggaard sö maj line clearcase plugin branch enable edittype icon ucm r lynggaard sö maj line clearcase plugin branch lsactivity run within view r redsolo må maj line clearcase plugin move vob path handle lshistory clearcasescm class fix load rule remove use lshistory command r redsolo ti maj line clearcase plugin need quote command line args argumentlistbuilder already r redsolo ti maj line clearcase plugin fix problem introduce refactoring vob path r redsolo ti maj line clearcase plugin add test getbranchnames r lynggaard maj line clearcase plugin branch remove full username changelog rely hudson user display r lynggaard maj line clearcase plugin branch defensive code handle lshistory empty activity name appear version entry empty activity name version mkbranch item code catch case real version activity however ideally never happen r lynggaard maj line clearcase plugin branch add additional mkview documentation r lynggaard maj line clearcase plugin branch small javadoc update r lynggaard maj line clearcase plugin branch remove old extend changelog code way want r redsolo maj line clearcase plugin fix changelog action add c comment lshistory format r redsolo maj line clearacse plugin remove unused class git svn id http hudson dev java net svn hudson trunk hudson plugins c de ed b c,pull up
3333,refactor transaction abstraction transaction local context,pull up
3334,greatly simplify implementation pipe find general pattern exist pipe exist far create abstractpipe implement method instantiable pipe two method constructor setnext method concise simple clean test case pass,pull up
3335,move public test params basestripetest add customertest refactor chargetest,pull up
3336,push non abstract non static method abstractiobuffer add final modifier abstractiosessiongit svn id http svn apache org repos asf mina trunk f bb ffa edef,push down
3337,push listiterator code concrete implementation abstracturlpager clear small design flaw abstract class know concrete class git svn id svn svn jbidwatcher com jbidwatcher trunk b acfa eb db b cd b e,push down
3338,remove last piece old non work clip region check push handful field box blockbox,push down
3339,fix memory leak color cache push calculatedstyle field derive valueswhich need remove others remove inheritedlength class whichoriginally result misinterpretation spec,push down
3340,ttale push one commit,push down
3341,hv push logic append path node specific sub type constraintlocation,push down
3342,simplify codegen push filter caller,push down
3343,push bound box code line polyline need point git svn id http svn mkgmap org uk mkgmap trunk f ee dfeeeb,push down
3344,road def push mapline can not apply pointgit svn id http svn mkgmap org uk mkgmap branch nod f ee dfeeeb,push down
3345,aravind pushed httpclientservice relate thing gateway,push down
3346,executor push rubytask arubytask,push down
3347,add push predicate core api supporting class graph database support notion vertex api change,push down
3348,handle push link contract result per message per operation,push down
3349,bit work symbol table class name record globalscope come think probably record sourcefilescope interim layer instead allow private inner class rate also push stuff abstractscope localscope seem fit well remove useless unit test add good one generally make progress towards fix unused private field false positive inner class private field reference enclose class git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,push down
3350,meclipse connect exist workspace artifact projectspatch submit richard van nieuwenhovenpush abstractidesupportmojo eclipse mojo everything relate eclipse workspacegit svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,push down
3351,mdep push artifactcollector listrepositoriesmojo one use also simplify unittests bit git svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,push down
3352,fcrepo fcrepo allow parent child child parent relationshipsrirelationshipresolver base query resource index child parent andparent child relationship specify config melcoe pep xml test case addedto match hierarchical collection policy use range relationship,push down
3353,move sharedloglogic specific getcheckedoperations superclass move operation resolve abstractloglogic,push down
3354,introduce new super class shortestpath chthis help u design good common test algorithmsand upcoming bidirectional version,push down
3355,move mouse related code subclass mouseovermousemanager class defaultmousemanager use optionally,push down
3356,move reference slf j classic subclasswhen concurrentserverrunner move core can not referencedirectly logger loggercontext object base classdelegates log subclass,push down
3357,move custom utf decoder subclass encode add support utf decoder unicode code point u ffff represent surrogate pair java value generatedby backend reverse path already handle jvm ownutf encoder add number unicode encode decode test make sure work,push down
3358,move real code hidden class make jgroups imp subclass add init,push down
3359,added remotesharedobjectdescription subclass sharedobjectdescription update implementation deal sharedobjectdescription remotesharedobjectdescription,push down
3360,fix visitor jjtaccept method theconcrete subclass,push down
3361,split javaqualifiedname type operation specific subclass,push down
3362,enable creation retrieval org webhooksmade ghhook abstract create two concrete subclass organd repo hook create utility class ghhooks manage creationand retrieval org repo hook minimal code duplication theseare invoke ghorganization ghrepository respectively,push down
3363,make mongosplitter abstract class move splitter implementation subclass,push down
3364,springbox layout usable base class old graphstream springbox graph layout cut abarneshutlayout class serve base several force base layoutalgorithms new layout implementation package contain springboxclass inherit barneshutlayout nothing change layout except possible tocreate new force base layout easily use barneshutlayout abase,push down
3365,reorganize abstract processor method put function specific bill process abstractbillprocessorand make bill processor inherit class,push down
3366,temporary commit keep modification notcompile modify queryoption mechanism lastversion extensible queryoptions inherit fromqueryoption declare type name field easierfor understand trace option require castsin code modify whole jdbcpersistencemanager accord newoption mechanism add specific queryoptionjdbccontext forstatement reuse,push down
3367,fix message id topicsadded method inheritance testrefactored nevadoqueueconnection nevadotopicconnection,push down
3368,update first incremental check http jira duraspace org browse duracloud primarily refactors clean duplicationservice preparation add report error queue git svn id http svn duraspace org duracloud trunk ed cd f c b fe bcb,push down
3369,remove duplicate customparams tiledwms layer,push down
3370,remove redundant function extgraph duplicate sesame graphutil movign implementation util method graph extgraph interface extgraphimpl implementation call jsut delegate graphs add two new graph extension extgraph implement iograph rio util method functionalgraph support guava functional class rename statementfunctions statement add additional functional utility method add testgraphs test main graph funcionality generally clean extgraph extgraphimpl,push down
3371,generalize ruleviolation treatment add abstract base class language specific rule violation implementation consistent pmd code rename iruleviolation ruleviolation never like hungarian notation crap java code anyway extract ruleviolationcomparator standalone class fix implementation seriously broken ruleviolation comparison well define change report use list violation internally instead set since change ruleviolationcomparator cause truly duplicate ruleviolations drop git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,push down
3372,enable creation retrieval org webhooksmade ghhook abstract create two concrete subclass organd repo hook create utility class ghhooks manage creationand retrieval org repo hook minimal code duplication theseare invoke ghorganization ghrepository respectively,push down
3373,move getnamespaceuri foreignblock make apip easy later,push down
3374,minor refactoring strip api tokenstreamfactory,push down
3375,move group communication jvstm ispn onlythis commit complement cc fe first add support groupcommunication jvstm base backends consider best tokeep backend specific commit move functionalityto backend currently extend jvstm common jvsmt ispn,push down
3376,api breakage resource bundle may override default time format timeunit decouple timeformat,push down
3377,change address model interface allow consume project override funcitonality easily,push down
3378,create generic experiment extend scalabilityexperiment andother minor refactoring,push down
3379,move mouse related code subclass mouseovermousemanager class defaultmousemanager use optionally,push down
3380,move sharedloglogic specific getcheckedoperations superclass move operation resolve abstractloglogic,push down
3381,move reference slf j classic subclasswhen concurrentserverrunner move core can not referencedirectly logger loggercontext object base classdelegates log subclass,push down
3382,move copypoms property abstractfromdependenciesmojo copydependenciesmojogit svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,push down
3383,make mongosplitter abstract class move splitter implementation subclass,push down
3384,project slimfastrefactored node hierarchy leaf node text comment script etc use byte vs byte,push down
3385,push fork code booter itselfgit svn id http svn apache org repos asf maven surefire trunk f bb ffa edef,push down
3386,first pas push data ramp maven deploy currentlyit targetted maven build attach xsd file build use build helper plugin file get uploaded rampwith gav information configure custom ramp property,push down
3387,efactored derive artifact logic push persistence manager caller like atom layer long need derive artifact logic allow derivers participate jcr session source artifact also easily allow derivers modify source artifact meta data content e g set wsdl targetnamespace attribute,push down
3388,push reference urls result network access jconfig factory method intercept replace urls allow test,push down
3389,massive cleanup code push implementation private package make use interface,push down
3390,push crawluri related constant module subproject package many,push down
3391,add pullup pushdown subprocesses,push down
3392,fix pullup pushdown nest subprocesses,push down
3393,cleanup pushdown pullup blackbox whitebox feature fix multipageeditor tab selection navigation content outline view,push down
3394,move code within bulk replication processor handle push source file destination new class replicator order allow repmapper run piece separate thread still respond hadoop indicate work progress similar use filecopier base processor transfer source file source store onto local file system resolve https jira duraspace org browse duracloud git svn id http svn duraspace org duracloud trunk ed cd f c b fe bcb,push down
3395,improve handle boolean option default refactored test touse command line injection push schedulelogicimplementation defaultschedulelogic refactored detailedlogging,push down
3396,ashok aravind introduce valid state transition push logic service subscription module,push down
3397,added machinery push filter call hbase codecleanup,push down
3398,bug fix push predicate,push down
3399,move last import information directly repository helper method generic enough implementation mercurial bazaar import method easy save method could also push helper file location could specific repository type,push down
3400,push non abstract non static method abstractiobuffer add final modifier abstractiosessiongit svn id http svn apache org repos asf mina trunk f bb ffa edef,push down
3401,push projection query hive mongodb hadoop binary operator support indexpredicateanalyzer part apushdown predicate mongodb operator currently unsupported somore advanced filter do hadoop side,push down
3402,refactoring push property mgmt functionality new superclass share report renderersgit svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,push down
3403,refactoring mainly push stuff md java client may end get push back think right thing git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,push down
3404,push assert method basetestcase erxtestcase factor remove basetestcase,push down
3405,refactor maven config params push pullcommandsallow mojo run without maven project ie pom xml switch requiresonline annotation disable mojos offline change projectconfig param string file extract common option common code push pullmojo push pullcommand add module relate params pushpullmojo,push down
3406,small effort reduce amount fiddly saxon dependent code,push down
3407,encapsulate matcher create factory method implement matcher logic matcherimpl subclass,push down
3408,move prompt item del setting,push down
3409,start create new layout toolbargroupdodckstation new version purpose main panel abstracttoolbardockstation define subclass abstracttoolbardockstation class,push down
3410,move mouse related code subclass mouseovermousemanager class defaultmousemanager use optionally,push down
3411,split layout two class make layout interface instead class move layout code default layout issue number obtain submit reviewed,push down
3412,separate current state context contextimpl rest sharedcontext,push down
3413,refactored css package allow clean separation core,push down
3414,one refactoring minimize dependency,push down
3415,reworked report builder display description tag define report rather base class,push down
3416,separate base mavenrepository class enable subtyping git svn id svn anonsvn hudson lab org trunk hudson backend update center f fa df aa b e,push down
3417,move group communication jvstm ispn commit complement cc fe first add support group communication jvstm base backends consider best keep backend specific commit move functionality backend currently extend jvstm common jvsmt ispn,push down
3418,fcrepo fcrepo allow parent child child parent relationship rirelationshipresolver base query resource index child parent parent child relationship specify config melcoe pep xml test case add match hierarchical collection policy use range relationship,push down
3419,move cluster test clusteredeventbustestbase,push down
3420,make loggly report extendable,push down
3421,remove duplicate customparams tiledwms layer,push down
3422,refactored typemapping hierarchy remove obsolete method,push down
3423,move checkperiodicboundary method algorithm use,push down
3424,remove redundant function extgraph duplicate sesame graphutil movign implementation util method graph extgraph interface extgraphimpl implementation call jsut delegate graphs add two new graph extension extgraph implement iograph rio util method functionalgraph support guava functional class rename statementfunctions statement add additional functional utility method add testgraphs test main graph funcionality generally clean extgraph extgraphimpl,push down
3425,change address model interface allow consume project override funcitonality easily,push down
3426,improve biomegenerator biomecache handle biomecache class implementation move common cache efficient need mojang cache well handle virtual biome cache similar api mojang cache previously biome generator call vanillabiomegenerator special case implementation tc common either tc bukkit tc forge register vanilla biome generator properly implement biomegenerator one area leave vanillabiomegenerator still special cased bukkit forge vanillabiomegenerator get information mojang worldchunkmanager biome gen base arrays convert int array would use tcworldchunkmanager extends worldchunkmanager get information biomegenerator would get infinite recursion make code maintainable check add forge bukkit vanillabiomegenerator class well documentation class,push down
3427,add one test extract duplication,push down
3428,implement hilite functionality gui add action listener action menus move hilite filtering trellis menu since concern single plate add necessairy field heatmapmodel implement getplatestodisplay method trellis hiliting adapt found belongs model add condition rederers heatwell heattrellis pick right color change screencolorscheme use knime color selection hiliting,push down
3429,execstoptask class extract runtask protect run method rename exec,push down
3430,refactored pipelinebase usable implement sharedjedispipeline well,push down
3431,move readonly command clustercommands move binary jedis jedis since binaryjedis implement clustercommands,push down
3432,fix message id topic add method inheritance test refactored nevadoqueueconnection nevadotopicconnection,push down
3433,split filetokenfactory two part filetokenfactory basic translation databasefiletokenfactory add extra function depend know daemon database module resides,push down
3434,switched common getmaxlen minlen implementation attribute type,push down
3435,move newnumber confignumber rather abstractconfigvalue,push down
3436,rewrite state class gather information need obtain correct bit widths implement case git svn id http svn mkgmap org uk mkgmap branch number f ee dfeeeb,push down
3437,make taskhandleractioncontext interface use inlineexecutionstrategyexecutor testcontextcreator isolate code action context b,push down
3438,lot change,push down
3439,fix,push down
3440,expose resolve command order get access pipeline meta information move baseshellcommand java lang package,push down
3441,minor test improvement,push down
3442,move checkeventsequence flushtest,push down
3443,backwardparser fix,push down
3444,clean implementation add abstractwebsocket clean implementation,push down
3445,added documentation subroutine refactored buffer local variable bit refactored subroutine handle strategy,push down
3446,display view columns table query view display column table ectract query add sql parser model modification move column reference abstracttable table add new class viewelement view add reference columns table,push down
3447,added function g round g union respective test case clean function implementation move graphfunctionhelper,push down
3448,change towards massive refactoring auctionserver class specific testable sane git svn id svn svn jbidwatcher com jbidwatcher trunk b acfa eb db b cd b e,push down
3449,port option old codebase improve line break compatibility implement smart auto indent,push down
3450,reorganize abstract processor method put function specific bill processing abstractbillprocessor make bill processor inherit class,push down
3451,rework wampmessage serialization add binary message use message pack,push down
3452,hopefully last big exception refactorings go place add context error object make sure never double specifing injection point key multiple time new error nice line parameter field link binding hopefully make easy follow stacktraces additional context bind origin module could add later desire currently module specific source creationexceptions plain old binding source elsewhere end result message look like com google inject provisionexception guice provision error error inject constructor java lang unsupportedoperationexception com google inject provisionexceptiontest reald provisionexceptiontest java bind com google inject provisionexceptiontest reald class provisionexceptiontest java bind com google inject provisionexceptiontest class provisionexceptiontest java error git svn id http google guice googlecode com svn trunk f b b b aecad e,push down
3453,added couchbase view change id f ca f e e af aa review http review couchbase org test matt ingenthron review matt ingenthron,push down
3454,make w server write operation truly asynchronous separate websocket interface implementation introduce websocketfactory allow user well customize websockets,push down
3455,move lot class jaxrs core,push down
3456,sc qcadoomes small fix,push down
3457,extend functionality resourcemanager able handle ipv ipv multicast address,push down
3458,add cardreader functionality test fix header append respect api key v auth token,push down
3459,refactoring simulation specification class,push down
3460,implement default abstractdomainobject core close fix getdomainclassroot pt ist fenixframework dml pojocodegenerator return string refer coredomainobject,push down
3461,move reference slf j classic subclass concurrentserverrunner move core can not reference directly logger loggercontext object base class delegate log subclass,push down
3462,add support infinispan remote listener add support ispn remote listener code refactoring cache listener add ispn hotrod service server config file,push down
3463,major refactoring remove deprecate jsonparser feature altogether,push down
3464,create ajaxseleniumproxy obtain ajaxselenium thread local context move unsupported selenium api method typedselenium unsupportedtypedselenium,push down
3465,small effort reduce amount fiddly saxon dependent code,push down
3466,exploit new sourcepath option remove guess guess member class type cast remove correspond compiler option downside import must accessible parseable compile time mean also need something like classpath use inside maven plugin resolve dependency jangaroo library upside jooc warning take seriously splitted analyze phase scope analyze change parser parse dot identifier sequence qalifiedide increase priority new operator high dot new b c correctly parse dot new ideexpr qide b c handle code generation qualify unqualified ide expression ide qualifiedide generatecodeasexpr tree rewrite dotexpr elsewhere think remove parent node slot astnodes change return type analyze void code generation add package prefix import identifier private prefix private static member efficient less magical access via able remove statement rename methoddeclaration functiondeclaration use add ast node expression git p depot path coremedia jangaroo change,push down
3467,various code improvement yea say kill,push down
3468,extend generate api initsocket,push down
3469,update already exist entity base class incorporate late api change refactored mysql db stuff todo move api add canaryplayer todo implement add canaryplayer handle oplayermp fix getplayer canaryentityliving,push down
3470,refactor redis cluster connection handler add jedisaskdataexception handle,push down
3471,refactored pdproadmodel system,push down
3472,refactoring userprofile attributesdefinition,push down
3473,fix name issue switchyard,push down
3474,menupieces organize tree git svn id http svn javaforge com svn dockingframes trunk e b fefcacdf,push down
3475,fix gscoverageencoder fix integration test todo run integration test,push down
3476,rework html export functionality way do csv exporter utility class use generate html output tool export html rewritten new approach,push down
3477,big refactoring add ioprocessor thin layer similar reactor pattern rename abstractiofilterchain defaultiofilterchain abstract method abstractiofilterchain move ioprocessor interface move common part various iofilterchain implementation defaultiofilterchain removed unnecessary iofilterchain implementation add iosession getprocessor defaultiofilterchain access associate ioprocessor extract interface serialsession implementation go serialsessionimpl git svn id http svn apache org repos asf mina trunk f bb ffa edef,push down
3478,minor change value expression review,push down
3479,improve osgi test simplify code,push down
3480,nodegroup refactoring almost complete,push down
3481,change implement enhancement code review,push down
3482,refactor oauthappsettings split interface move builder implementation agoravaextension cdi link oauthapplication annotation default builder implementation,push down
3483,fix issue modify proxymap separate many map relate method proxy collection,push down
3484,refactor jwtprofile oidcprofile,push down
3485,schema cache avoid take many fieldtypes snapshot e create update fieldtype git svn id svn ssh dev outerthought org outerthought lilyproject trunk b f e bd e dc,push down
3486,remove notion chunk make overral simplification,push down
3487,cleanup aim remove content reference box,push down
3488,split layout two class make layout interface instead class move layout code default layout issue number obtain submit reviewed,push down
3489,idea ide ideaplugin ideplugin throw exception bad ide version refactored findclass test,push down
3490,aesh setting interface settingsbuilder default way create setting object,push down
3491,decommission reconfigureonchangefilter replace reconfigureonchangetask added scheduledexecutorservice context,push down
3492,rework compiler stack top level program function basic block compiler low level chunk strategy optimize compiler,push down
3493,heatmap property view finished improvement colorscale library allow generic draw scale git svn id http bg upf edu svn gitools trunk b f e b ddf,push down
3494,simplify abstractprotocolencoderoutput git svn id http svn apache org repos asf mina trunk f bb ffa edef,push down
3495,change schema relay first version parse complete,push down
3496,tfj extract interface configuration class introduce configurationbase remove static factory factory method twitterfactory getdefaultinstance verbose meaningless term cost efficiency profiding default constructor enough git svn id http yusuke homeip net svn twitter j trunk b e ab bb b,push down
3497,fix rfc proxy separate parse serialization,push down
3498,refactor make dashboard possible,push down
3499,work analysis example intogen biomart source configuration fix git svn id http bg upf edu svn gitools trunk b f e b ddf,push down
3500,hv introduce proper implementation propertydescriptor refactored code also make javadoc change api git svn id http svn jboss org repos hibernate validator trunk b cb b ca fae ebed b,push down
3501,remove redundant function extgraph duplicate sesame graphutil movign implementation util method graph extgraph interface extgraphimpl implementation call jsut delegate graphs add two new graph extension extgraph implement iograph rio util method functionalgraph support guava functional class rename statementfunctions statement add additional functional utility method add testgraphs test main graph funcionality generally clean extgraph extgraphimpl,push down
3502,fix lbcore htmllayoutbase take custom conversion word move stringlistappender c q l classic testutil package,push down
3503,merge orientgraph blueprint include implementation graph vertex edge operational semantics validate property graph test suite update readme textile changelog textile reflect orientdb inclusion,push down
3504,fix bug validation model also n ized model validation message,push down
3505,really simplified starter remove starterset inferface compatibility lot useless method remove,push down
3506,divide color class three class color interface rgbcolor class hsbcolor class remove colormode refactoring many source,push down
3507,refactored userinfo serializer,push down
3508,remove prefix interface name,push down
3509,change digest mutabledigest replace hashmap array use less memory http issue jboss org browse jgrp,push down
3510,udt ipv improvments,push down
3511,springbox layout usable base class old graphstream springbox graph layout cut barneshutlayout class serve base several force base layout algorithms new layout implementation package contain springbox class inherit barneshutlayout nothing change layout except possible create new force base layout easily use barneshutlayout base,push down
3512,tfj make pagableresponselist mock test friendly introduce pagableresponseimpl pagableresponselistimpl final class,push down
3513,improve unit test branch coverage,push down
3514,refactoring,push down
3515,add errorreportframe easier generic report major change roi class warn roi class method well roi support well booleanmask integration roi many others change relate roi booleanmask general base kernel roi plugins point point point class improvement rectangle rectangle rectangle class improvement colormap tab color reflect channel colormap prelemenary bio format automatic error report add many color conversion method tool colorutil class add overlay isattached sequence method add bytearrayconvert read writexxx method handy serialization rewrite sequencechooser class cleaner update new method remove useless roi tooltips severals fix tweak refactoring,push down
3516,refactor loading resource,push down
3517,move code discardablenodecleaner various node class git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,push down
3518,enhance simpleretentionstorereader support different retention,push down
3519,fix jackson clean otherwise,push down
3520,fix javacast use new log method jdk method abstractlog remove jdk fix javacast jdk plus use new log method add jdk,push down
3521,make mongosplitter abstract class move splitter implementation subclass,push down
3522,jfg refactoring dao add testenvironment model dao service add test dao disable pmd check,push down
3523,refactored pdpmodel allows decorate,push down
3524,change prepare addition overpass input source,push down
3525,scj cleanup rtsj class,push down
3526,nxp cleanup right public private social workspace cleanup unit test,push down
3527,replace old default value code prestodataprovider changesethandler,push down
3528,refactored plugin extract deploy strategy separate component mojos get radically simpler k line vs ish small fix like reshuffle,push down
3529,logtool initial work support new param annotation major refactoring,push down
3530,refactored conversion result interface remove basetest enabled test temporarily disable,push down
3531,wcet refactor supergraph,push down
3532,oozie create oozie application master yarn asasvari pbacsko rkanter gezapeti,push down
3533,remove getcfmlengineimpl method configweb,push down
3534,refactoring symbol table get nice time test git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,push down
3535,move priority lifetime field record java,push down
3536,aesh commandcontainer interface commandcontainerbuilder add provide pluggable way create commandcontainers,push down
3537,added test load balancer validation add node validator refactored new validation structure,push down
3538,rework modify class pipeline adjust exist class change modify plugin version class different exist one place pipeline package exist class might adjust compatible pipeline yet clear achieve,push down
3539,create asyncrequestwrapper,push down
3540,refactored code structure add licence heade continue spi work add file inputstream url reader,push down
3541,refactor property config load,push down
3542,add mina base listener also contain lot change need implementation mina listener still default due yet support ssl tl fully git svn id http svn apache org repos asf incubator ftpserver trunk f bb ffa edef,push down
3543,hv minor refactoring add tostring implementation make iscascaded explicit,push down
3544,move chargedensity interpolation method cic algorithm specific algorithm,push down
3545,resolve issue dirmina org apache mina common transporttype change transporttype interface add transporttype getaddresstype add transporttype getsessionconfigtype remove transport type registry feature use anywhere remove related unit test git svn id http svn apache org repos asf mina trunk f bb ffa edef,push down
3546,rework surface generator big change run terrain generation instead population previously surfaceblock groundblock would generate chunkprovidertc overwritten surfacegenerator terrain population surfacegenerator responsible generate surfaceblock groundblock nullsurfacegenerator call simplesurfacegenerator generates surfaceblock groundblock old simplesurfacegenerator call multiplelayerssurfacegenerator generatingchunk add object hold various data chunk generate chunkprovidertc still use temporary class field hope refactor class future use generatingchunk everywhere,push down
3547,encapsulate matcher create factory method implement matcher logic matcherimpl subclass,push down
3548,change id df dffe b bd ffc,push down
3549,hv create different programmatic mapping context getter field create different implementation propertyconstraintmappingcontextimpl getter field separate logic,push down
3550,fix message id topic add method inheritance test refactored nevadoqueueconnection nevadotopicconnection,push down
3551,add undo support basic operation roi add remove roi property change color stroke sequence operation remove channel change dim add plugin usage statistic add user account link support canvas add area selection ctrl key mouse drag add message enough memory display image fileutil getapplicationdirectory modify bit roipanel fix sort position size maininterface add getundomanager method retrieve active sequence undo manager add undo redo methdos fast undo redo active sequence plugindescriptor add isblundled method know bundle plugin several plugins inside package add iskernelplugin know plugin bundle application pluginlauncher change plugin launch operation plugin add getname isbundled getownerclassname method roi add copyfrom roi method obtain roi copy add getpropertyvalue setpropertyvalue generic property get set operation metadatautil add getsizex z c setsizex z c method sequence add copyfrom copydatafrom copymetadatafrom method add createundopoint createundodatapoint createundometadatapoint addundoableedit method create complete partial custom restore point undo operation add undo redo clearundomanager method add getselectedrois class roiclass retrieve select roi specific type add sequenceutil getcopy sequence copyroi copyoverlay suffix get copy specify sequence specific option add new method dateutil minor fix tweak,push down
3552,forgive god sin one change single commit add dependency injection opmobjectinstancevalueanalyzer refactored method analyzer class,push down
3553,arqgra grapheneelement use root fix grapheneelement use field type page fragment root require couple refactorins extract interface grapheneelement proxy create need interface list interface implement rename implementation grapheneelementimpl grapheneelement wrap element add wrapperenricher conditional code would take account grapheneelement ugly bit imo solution right,push down
3554,feature introduce modulevalidation follow constraint avoiddotandjaronbundlecpconstraint check bundle contain jar unjared class eclipsebundleshapeconstraint check bundle require unpacked contain manifest header eclipse bundleshape dir projectencodingconstraint check build encode project build sourceencoding equal eclipse project encode encode,push down
3555,fix improve behavior management remove unwanted file,push down
3556,add apache common net lib lao tftp lao tftp support untested added libinfo class version driver information add move junit test old stupid visicut add getdrivername method lasercutter interface change epilogcutter splittet epilogzing epiloghelix,push down
3557,remove use constructor inject property instaed use setter amazonawssqsconnector class,push down
3558,mouse keyboard behavior view change change mouse shortcut manager view implementation old mousemanger shortcutmanager class interface defaultmousemanager defaultshortcutmanager add,push down
3559,move test springmvc specific ut suite since jax r suite produce uriparameters markup case,push down
3560,outstanding change merge,push down
3561,change launch api use generic,push down
3562,arq improve init cleanupstatement handle rename property meaningful one,push down
