Commit message,Class
todo change stats to only count removals that were not already expired,pull up
esilco reduced duplicated sql query code limited getproductfromlocation endpoint to active and related with document records only,inline
refactoring load and create bw instance tests,move
o refactored code to reduce complexity git svn id f bb ffa edef ,extract
moving functionality from erd wquerypagewithfetchspecification up to erd wquerypage,pull up
refactored request printing,move
revert merge branch master of this reverts commit ebb fc a da d acfab f f d a ecf f reversing changes made to b c d cc e f b dc fa c ,inline
remove baseurl and do full urls and added getters and setters for these variables added tests renamed genericattributes to defaultgenericattributes,rename
changelog removed static instances from schemeregistry cookiespecregistry and authschemeregistry made sure there is only one instance of schemeregistry per clientconnectionmanager hostconfiguration and routetracker no longer implement cloneable as they do not override clone method abstract should now be threading safe default populates execution context with data required for request execution git svn id f bb ffa edef ,pull up
moved a call to buildfilterchain to abstractioprocessor better exception handling git svn id f bb ffa edef ,inline
fixed tscontroller advancing items in l s mode this was previously ending the item session which was the wrong behaviour in s mode the logic now behaves better suspending the session instead of ending it nb i changed the name of this method to advanceitemlinear as enditemlinear is no longer accurate the corresponding mayenditemlinear has been renamed as mayadvanceitemlinear i have added a unit test for this,rename
sc qcadoo add restrictions paging and orders to gridcomponent,extract
gui now preserve last file filter used on load image dialog fixed multiple plugin launch from ribbon plugin button roi fixed point removing on polygon now selected roi keep their color only border is modified removed selected color property added opacity property imagej wrapper traced roi imagej are now converted to roi darea,pull up
massive refactors this list isn t complete but should give you an idea a many things in lombok eclipse moved to lombok core to enable reuse with lombok javac b lombok javac works now similarly to eclipse s model we first make big asts that are bidirectionally traversable then we walk through that for annotations c instead of getting an annotation instance you now get an object that is more flexible and can e g give you class values in an enum as a string instead of a class object which may fail if that class isn t on the classpath of lombok d sources to the internal sun classes for javac added to contrib,move
renamed test,rename
move versions from item to content,pull up
refactor,pull up
nativefunctiontest modifications for nativefunction var now use gremlinscriptcontext instead of variablelibrary method getvariablebyname moved to gremlinscriptcontext imports optimization,move
rename methods,rename
renamed methods for consistency,rename
a usage sample for factory override extension point an src dev directory has been created so as to host all user development modifications it replaces the generated annotation and ensure to have a unique directory src with only generated code and all overriden code in another directory change the copyright in files too git svn id svn ssh svn opcoach com srv d opcoach svn training trunk ab df a e b a a fef,push down
linkpath linkname was missing method rename,rename
mear fixed ejb clients handling renamed javamodule to jarmodule and deprecated javamodule added defaultlibdir as an alias of defaultjavabundledir which is more understable updated documentation updated tests and added an ejb client test git svn id f bb ffa edef ,rename
add more consistency in the api,extract
refactoring extract tail builder classes and introduce abstracttaildoublearray class,pull up
continued processingcontext refactoring,pull up
a bit of work on the symbol table class names are now recorded in the globalscope come to think of it they should probably be recorded in sourcefilescope or some such interim layer instead to allow for private inner classes at any rate that s where they are for now i also pushed some stuff down from abstractscope into localscope where it seemed to fit better removed a useless unit test added some good ones generally making progress towards fixing the unused private field false positive when inner class private field is referenced from enclosing class git svn id baf d a c fc e d,push down
removal of deprecated drafts removed draft draft draft draft ,pull up
bug manhattan routing is extremely inefficient and slows down editor response arrows are changed unexpectedly when node is moved on the canvas,move
apply fixes outlined in issue lots of extensions to the ant task and a variety of code cleanups,inline
created a fully working handlesetter for eclipse and refactored handlegetter a little mostly to stuff common code into pkg,inline
code refactoring testall moved to parent rules are now added in setup using addrule git svn id baf d a c fc e d,move
inline private method,inline
extracted charsequencebuffer interface from charsequencelist allow tagprocessor to be passsed a custom charsequencebuffer when pushing a new buffer,extract
refactoring of ,move
grammatik angepasst change id i ffddb efc caca d b bc f ,inline
renames,rename
sweeping changes to clean up the auctionentry class and move some of it s responsibilities out to other classes,move
extracted the move logic from the bucket model ,move
renamed gm file stuff to gmfile no longer specifically refactored any references updated references in messages extracted gmstreamencoder writetree to gmfilewriter matches the prior extraction of readtree git svn id f f bc e be cd ,rename
pulled out the atom event framework now we need to replace it,pull up
merge the virtualbiomes and replacetobiomename features into one to do this i had to rewrite a lot of code which is why this task that sounds simple was actually quite complicated we want replacetobiomename to change the savedid this setting is read after the localbiome instance was created and indexed postponing the creation of the localbiome instance also wasn t an option as the biomeconfig requires it to create the default settings the solution to this was to split localbiome into two classes one still called localbiome holds name and id of the biome and one called mojangsettings holds the default settings the mojangsettings instance is created before the biome is loaded the localbiome instance is created after biomeconfigs don t depend on the localbiome instance anymore it s now the other way round localbiome holds a biomeconfig instance most of the code now looks nicer thanks to this change unfortunately the biome generation code didn t really improve as it does a lot of id based lookups custom biomes don t need a mojangsettings instance to be created as no settings from mojang are used for custom biomes the registry in standardbiomefactory has been removed it s now defaultbiome s job to create it standardbiomefactory has been renamed to standardbiometemplate and standardminecraftbiomes has been renamed minecraftbiometemplates a class that holds subclasses of minecraftbiometemplate the concept of nullbiome s is gone now that localbiome instances are no longer required to create biomeconfigs the settings can be checked without creating a nonoperational localbiome implementation,rename
review rename getprojectlistgeneral to getjobs and minor style changes,rename
extract kahn s algorithm from compute method,extract
remove formatted exceptions allow for custom list delimiters,inline
sonar minor fixes,push down
clearcase plugin added option to set the time window when merging change log entries git svn id c de d a be ed b c a,extract
removed system err from run method in script,inline
rename simple image type field to imagetype renames simple image s type field to imagetype and its related methods to getimagetype and setimagetype,rename
avoid code duplication extract a method,extract
renamed generate to get git svn id guice googlecode com svn trunk d f a b b b d aecad e,rename
moved branch delegate up to erd wpage,pull up
refactor role validation configuration validation,push down
rewrote consumerloop a bit narrowed scope of try catch around poll split off the dispatching into method processevent ack is now returned only if event was flushed rudimentary exception handling to deal with possibility of handlers throwing exceptions currently we just log this and continue on our merry way we re postponing figuring out what to do if this happens until we have a concrete case that can help inform our design decisions,extract
oozie tests cleanup testpurgexcommand asalamon via andras piros,extract
extracted method per pull request comment,extract
only validate queue parameter once when batch enqueueing not once per job in the list thus i refactored the validation methods to be smaller i decided against inlining validatearguments method since i am not sure whether this is in line with the design principle of the author of this library,extract
fixed readsettings method length to be within checkstyle limits extracted a readsettingsincludes methodgit svn id f f bc e be cd ,extract
options renamed,rename
move default implementations of the majority of abstract classes from default to abstract git svn id f bb ffa edef ,pull up
fix receive loop insns rename ert receive peek loop rec ert wait forever wait so ert methods match beam insn names make corresponding changes in compiler simplify and correct logic in the messge loop so messages are retrieved in correct order explicitly initialize midx to ,rename
performance improvements in the locationhook the quadtree used in the locationhook was reimplemented using a more optimal data structure all functionality not really used was removed from this quadtree checking if the boundary directory contains bounds is now done once only git svn id d f ee a dfeeeb ,inline
refactor the main run extract a few methods out,extract
sc qcadoomes small fixes,push down
rename variable,rename
added validation for minimum supported tools version in coveritypublisher and checkconfig,extract
remove old bob format support add default directory s and files,extract
created a generic experiment extended by scalabilityexperiment and other minor refactoring,push down
release the database connection on suspend and acquire it again on resume of a transaction if on resume the transaction is no longer valid then the resume will fail otherwise the transaction is upgraded to the current state of the world add support for automatically initializing a root domain object on the first run of an application,extract
fixed test moved other test from examples to core,move
msurefire restructure to allow different test suites to behave identically also improved class loader separation by not merging surefire and test classloaders and renamed battery references to test set testng support is currently commented out and exception handling needs a cleanup which will follow git svn id testng f bb ffa edef ,rename
change address model to be an interface will allow consuming projects to override this funcitonality more easily,push down
refactored classcachemgr to make a leaner more readable class and prevent bloat and make parallel work a bit easier,move
remove some instance variable reduce visibility,inline
pull line information up into nodeinfo,pull up
lots of changes to use new import mechanism to load isatab files next step is to automatically generate the ui components in the investigation and study forms based on the content read from the investigation file,push down
cleaned up treecontextbuilder got random forest and random forest builder implemented,push down
refactoring,extract
resolved issue dirmina move idletime and writetimeout property to iosessionconfig from iosession moved idletime and writetimeout property to iosessionconfig added iosessionconfig setall and added its default implementation to abstractiosessionconfig removed serialsessionconfig timeout because it can be replaced with ioservice connecttimeout git svn id f bb ffa edef ,move
boofcv converter rename converter replace static method by object methods,rename
created new synchronization object moving all real work out of synchronizeservice refactored property peers to be more similar to application property peers in preparation for their demise,move
inlined wordcramengine s shapetoimage to bring its logic closer to what s in drawwordimage they re very similar trying to un tangle the mess there,inline
hv minor refactoring adding tostring implementations making iscascaded explicit,push down
fixed automatic updates in several places using the updatesource system converted resnode to using updatesource and made it listen to its own resource propagating any events from the resource both up the resource tree and to the node s listeners moved some of resnode s update handling from resource frames into resnode replaced resourcemenu s complicated listener system with updatesource removed the setlisten method in roomeditor roomcomponent since the weak references used in updatesource makes this unnecessary added new method invokeoncelater in util which does the same as swingutilities invokelater except that the runnable is only enqueued if not already in the queue made several fields in different resources private to let them generate events when set made a new class for sprite subimages imagelist which calls the sprite s fireupdate when modified added some event propagation paths to simplify listener handling especially in the room editor components sprite gmobject instance background tile fixed updating of the subimage list in spriteframe e g when loading a new image git svn id f f bc e be cd ,move
added custom firefly rename settings renamed season setepisode to addepisode fixed punctuation removal and added unit test,rename
fixing fumbled merge,inline
added eval with inputstream,extract
add column field and fields classes add seven new classes field java an abstract class that defines a field i e a piece of data that we may display in the table once per row textfield java imagefield java combofield java checkboxfield java subclasses of field java which are intended to hold specific types of data with specialized methods for those types fields java defines the fields of the program as public static instances of field column java a column is what is used to display a field our column class encapsulates tablecolumn the actual ui class that is part of the table we are able to keep some other helpful data in the column class too a column must be associated with a field it s required in the constructor and is final a field can either have a null column indicating it is not currently displayed in the table or can have one column which must refer back to the field it is an error to try to assign a column to a field that already has a column or to try to assign a column to a field where that column already refers to a different field in addition to the seven new classes we make major changes to resultstable java the fields had previously been defined as integer constants whose values corresponded to the column ids the column ids are created by the table when the columns are added to it so the definitions required knowing the order in which the code added them now we import the fields from fields java all the cell get set methods from resultstable now become methods on the field resultstable no longer deals with images that s too level it just deals with the itemstate and the imagefield turns that into an actual image methods used for sorting itemdestdisplayedtext and getitemtextvalue previously were static methods defined in resultstable which had to do some checking dispatching depending on the type of the field now the functionality lives in the field classes and is specific to the subclass of field that is being used the sorttable method no longer takes a tablecolumn and a column id those two pieces of data are now encapsulated within the new column class which is what we pass instead move the column creation call into the field we create the column by asking the field to do it in turn it calls into column which can also define the selection behavior sort by this column therefore we no longer need the sorttable wrapper method the code that creates the column knows how to figure out the sortdirection we also add gettablecolumn to field and use it instead of table getcolumn field gettablecolumn could return null under the idea that we may define fields that the user chooses not to display in the table that is currently not supported but it s something i intend to add,move
implemented refresh tokens and additional validation for entities using the validation framework,extract
check all intervals for overlaps simplify code to correct wrong assignments todo check for duplicates is not yet okay random numbers optimizations to increase precision of address search git svn id d f ee a dfeeeb ,inline
begun work towards better database schema added permissions tables for users and groups added members tables for groups started moving major sql queries into jar file resources,extract
rename istoplevel to istoplevelonly,rename
add tokenizer vocab support to all classes add get set methods for tokenizer vocab and stopword removal option,pull up
adds ability to listen for activity on a retrieval operation using the retrievalworker currently only chunk retrieval events are reported in partial resolution of ensure that bridge database connection stays alive during long data transfers,extract
rename response to renderable,rename
java moving rules into correct packages according to the new category part ,move
way to return values from tasks is changed to more typed,inline
added flipping,extract
moving equals and hashcode into content since they re defined to be the same for all content they re still final methods jh,pull up
renamed use to include,rename
exploit new sourcepath option removed all guessing no more guessing of members classes and type casts removed the corresponding compiler options too the downside is that all imports must be accessible and parseable at compile time this means that we will also need something like a classpath before we can use this inside our maven plugin to resolve dependencies on jangaroo libraries the upside jooc warnings should be taken seriously now splitted analyze phase into scope and analyze changed parser to parse dotted identifier sequences as qalifiedide and increased priority of new operator to be higher than dot new a b c d is now correctly parsed as dot new ideexpr qide a b c d handled all code generation for qualified and unqualified ide expressions in ide and qualifiedide generatecodeasexpr no more tree rewriting in dotexpr and elsewhere i think we can remove the parent node slot in astnodes and change the return type of analyze to void code generation now adds the package prefix for imported identifiers and the private prefix for private static members this should be more efficient and less magical than the access via with we should be able to remove the with statements now renamed methoddeclaration to functiondeclaration as it is used for both added ast node for as expressions git p depot paths coremedia jangaroo change ,rename
formatting fix to apt docs i noticed while actually using them refactoring out a bunch of the bean related access stuff from rdfgenerator into a separate class using said class in entitymanagerimpl to correctly implement refresh fixes small tweak to entitymanagerimpl so that merge works as expected w the entitylistener stuff fixes ,move
 add test to demo bug ignore bids for zero quantity,extract
refactor command line tests for cpd and create a basecpdclitest class,pull up
fixed stacktrace in non standard jboss install,push down
updated lib and action code in gmobjectframe and timelineframe moved getlibtabs to gmobject timeline calls it from there renamed getlibtabs to makelibtabs created addactionpane in gmobject timeline calls it from there git svn id f f bc e be cd ,rename
this update completes it adds manifest rest api call to durastore essentially what happened here is that the mill jpa repo module was moved over from the mill project the manifest rest and resource classes were moved from duraboss to durastore and a new manifestgeneratorimpl was written that works with the manifeststore this new setup depends on a property in the catalina opts pointing to a properties file containing the properties specified in mill jpa repo src test resources mill config properties the property that must be set is dduracloud properties path path to props,pull up
added getguilayout as a full method higher up the infrastructure removing a lot of redundant code further down git svn id bcaee e b e be a d c f fc ,pull up
add a unit test that verifies the charset of the multipart is used,extract
pulled createsetwith method to superclass,pull up
fix dependency on client fix imports start fields in singleworld with lowercase as oloflarsson said it is a bad practise to start anything that isn t a class with an uppercase letter complete rename localbiome setcustom to localbiome setvisuals,rename
move clustered tests to clusteredeventbustestbase,push down
extract some stuff to a method git p depot paths coremedia jangaroo change ,extract
renamed imetadata to imetadata pete wot made me do it,rename
hv moved privileged actions into own package git svn id b cb b d ca fae ebed b ,move
refactor vxmlelement,pull up
allow request params and options to be overridden on autopagingiterator we normally pass params and options with the list method invoices invoice list params options autopagingiterable this patch adds support for them to also be overridden from autopagingiterator invoices invoice list autopagingiterable params options the reason for this is to support custom params and options for subcollections which unfortunately do not inherit options from their parent collections for example lineitems invoice getlines autopagingiterable params options there s more context for this in and i tried a more elegant solution which failed in this seems like the easiest option for the time being with the possibility that we could do something more sophisticated later to start consolidating our interfaces fixes ,extract
greatly simplified the implementation of a pipe found a general pattern that existed in all the pipes that exist so far and created an abstractpipe that implemented this methods now all the instantiable pipes have two methods a constructor and a setnext method very concise simple and clean test cases all pass,pull up
added newrules git svn id baf d a c fc e d,extract
fix disk failure step happy path fix by cloning template node for each node with failed disks it will be fixed with step poweroff node step createreplacementvm step a chef bootstrap step on the bad node changes include implement clusterhealservice to fix cluster errors start from disk failure implement disk failure handling job and according steps record system disk in table disk it s a plus besides the data and swap disk update createvmsp to attach existed vmdks only create and add disks that don t have vmdk path,extract
 renamed osgifycontext to osgifiercontext,rename
added invitation listener and presence listener for xmpp chat room,extract
fixing the api for network registration so we can register without having to have a reference to the whole networkcontroller object requiresregistration interface defines a register function for network components which require a networkregistrationrequest before being able to deal with messages networkcontroller now implements requiresregistration and the registerconnector function has been renamed to register in the networkcontroller constructor we can now do a type check on the networkchannel we are given to see if we need to register and do so tests updated for these changes,rename
refactored out fitfixtureexception from restfixture fixed bug on handling js expressions,extract
o added a gitgnore in the benchmarks module o bumped up to netty o added netty udp benchmarks o created sub package nio and tcp for the various benchmarks o started to refactor the iosessionconfig implementing classes to take care of udp o started to mplement the udp client and server,pull up
importer plugins are r w from settings xml just add classes to path and names to xml for new file format defaultpreferences moved to preferencesmanager lasercutter etc are saved in xml by default,move
added an odometerbuilder modified builder build methods and renamed the flipchar to splitflap control,rename
code handled search config settings differently in different places refactored to use a single static method on searchcommandparser instead also some javadoc,extract
fixed bug in the history manager added cursor support to the link listener issue number obtained from submitted by reviewed by,extract
a few more test cases for extractchildgoal,extract
extract time from recording reader without need for it to be a variable,extract
remove unused variant of resolvecontext resolve static method it was broken ignored its restricttochild parameter but since it was also unused just nuked it,inline
more and net refactoring,push down
test method renames,rename
merge and extract of tasks in the task model,extract
tried to incorporate gojomo s suggestions of engine java removed error and warning strings rely on flash class log jobsdir check failure as severe and return early collapse error handling in considerasjobpath and log severe renamed considerasjobdirectory to addjobdirectory remove catch and rethrow from leavejobpathfile when writing instead log severe renamed leavejobpathfile to writejobpathfile added boolean userrequest arg to addjobdirectory and moved call to writejobpathfile inside of addjobdirectory changed void considerasjobpath file to string getjobpathfromfile and removed call to addjobdirectory make seperate calls to addjobdirectory in findjobconfigs engineresource java restructured create logic for clarity eliminate style code rely on flash class remove limit on addpath input change to createpath removed all caps and bangs from error messages removed platform specific path separators call engine addjobdirectory with userrequest true in when form action add,rename
several changes to the action frame the action list and related stuff moved toolbar methods from scriptframe to gmltextarea added modification checking in documentundomanager and made it work with script frame and code action editor added equals method in resid fixes a bug in the action list restored color button functionality in argument this was removed in r by mistake changed default value string in resourcemenu instances made in argument from to etc added code and arrows interfaces to actionframe arrow icons not yet added gave new layout to actionframe no more absolute positioning changed layout manager in resourcemenu to make it work better with the new layouts used in resourceframe implemented applies and not checkboxes in actionframe changed the mouse listener in the action list to select the existing actionframe for the selected action if there is a frame for it already added indentation to action list if else and repeat actions indent the next action or block git svn id f f bc e be cd ,move
renamed equality method on comparators git svn id research chemet trunk e a e c eb c a a ee ,rename
add getallowedlanguages string spacename,extract
tou function rename,rename
refactored tests to make them more readable,pull up
added remove command to nbt utility,extract
created mini spi for plugable testing of annotations packages added spring annotation test harness which can be plugged in for testing,push down
revert rf renamed jqueryobject to jquery,rename
refactor dcm che tool getscu,inline
moved large data from header to message body renaming protocol name if id is set using offset and length for message buffer,move
remove unused code,inline
made an abstract basedatabaseconnection that can be extended for various ways of setting up connections,pull up
nearly everything should be functioning now split the blockgenerator into component parts for clarity changed the behavior from using lists of helpers to reference holders,extract
simplified moh builder code by using emrreportingutils addrow to add columns based on dimensions and also extracted pwp indicators into pwpindicatorlibrary,extract
more refactoring,pull up
refactoring,move
rename where constraints,rename
pc optimization refactoring only unit tests missing it tests refactoring,extract
added builder class for formbodypart instances api improvements in multipartentitybuilder git svn id f bb ffa edef ,push down
created abstract form item to move common code into and changed form item hierarchy to inherit form dataclass,pull up
again files were not checked out in p due to idea offline mode hrmpf on the fly moved exml namespace uri constant where it fits better refactorings got rid of componentsuiteresolver because the componentsuiteregistry has to be filled in advance anyway and this is what the idea plugin now also does simplified componentsuiteregistry accordingly split xmltojsonhandler used for all exml parsing into two handlers one for the metadata exmltometadatahandler and one for the ext component json exmltojsonhandler the metadata is needed to re build the xsd the json is needed when generating the as class opened api to generate a single class removed some too exhaustive logging and a few souts git p depot paths coremedia jangaroo change ,move
make generics usage in memorybackend related much saner that means removing as much as possible because generics suck,pull up
removed activemq implementation from messaging and added messaging to ivory feed,pull up
more code moved from splitdockstation to splitlayoutmanager git svn id d d e b d d fefcacdf,move
many changes reorganization,push down
reworked the html exporting functionality in the same way as was done for the csv exporter now a utility class is used to generate the html output all tools that exported to html were rewritten to this new approach,push down
add support for readvalues as well,extract
renamed private method,rename
oozie refactor classes from launcher jar into oozie sharelib rkanter git svn id f bb ffa edef ,extract
sc qcadoomes refactored production balance moved calculations from production records to production balance included tpz and additional time in calculations,move
biserver reorganizing the parameter processing of prd report viewer the report viewer no longer processes parameters locally everything gets passed blindly to the server the parameter xml is the only source of configuration the gwt application gets gwt side we no longer use raw dom trees to configure everything using doms is cumbersome and easy to mess up a real object model exists now that accepts the new xml structure that is generated by the content generator cleaned out loads of misaligned anonymous inner classes its never good to use inner classes and then still have to rely on if then else streaks if the same can be achieved with smaller classes all parameter names are url encoded now users outside the english language space tend to use their native character set for everything including url components instead of hardcoding the error text color lets use the stylesheet for it server side added proper gwt client support by passing all client properties through the parameter system output targets are now used instead of output types output targets can be redefined by the user by declaring a parameter with the name of output target paginating parameter is no longer treated specially the pagination mode will be activated if the html pageable output target is selected autosubmit autosubmitui and layout are part of the master report object now reports can be hidden split the monolithic contentgenerator into separate classes each dealing with exactly one request type separation of concerns is cool the various inner classes that could have been static are now top level classes if no output target is selected the default for xactions is html stream for content generator it is html page staging handler the configuration for this can now be done via the master report in addition to the existing url or system default settings if the staging mode is set to memory or temp file we now disable the forcebufferedwriting mode of the html export be aware that staging in the current implementation causes extra memory consumption for output types that could have been streamed to the user ie all except bufferd html open points the parameter attributes passed to the client side are not namespace aware yet the date parameter handling must still be fixed as it is broken for time and timestamp types in bi server and ,extract
renamed sourcetype to format somehow sounds more natural,rename
small refactoring excluded some code duplications within reports providers,pull up
rename findmotion to findcharmotion,rename
changed command handling so that we print the command usage string ourselves cleaned up plugin yml so usage help doesn t look awful brought back bad messages formatted in red which where torn out by tim added warning when console tries to use player only command now matching the start of the name of a warzone instead of the exact name because that s how it worked and how it should continue to work,extract
hv create an interface for beanmetadatamanager,push down
moved logindisabled property to instructoruser,push down
the initial jvsthost refactoring,pull up
introduced interface for particlemover we are expecting distributedparticlemover in the future,push down
major refactoring of dropwizard kafka new consumer api kafkaconsumer is now parameterized by the message type consumption now begins when kafkaconsumer start is called during initialization a decoder and streamprocessor needs to be registered before the kafkaconsumer can be constructed this makes construction type safe it s not possible to create a kafkaconsumer via kafkaconsumerfactory that isn t valid scala support updated and simplified removed cumbersome errorpolicy configuration in favour of automatic handling of errors instead of treating all errors the same we now attempt to recover from transient errors still todo error handling mechanism in decoder instances currently any exception thrown by a decoder is treated as a recoverable error creating an infinite loop when a message is invalid,inline
rebase modifiedntripleswriter on rio ntripleswriter and modify nquadswriter to use ntriplesutil append for output,inline
refactor to make dashboard possible,inline
rf move panels to cdk,push down
refactoring rhohub part and final bug fixes,pull up
o javadoc additiono removed some useless method scheduletrafficcontrol o get rid of most of the for construction when not necessaryo added some commento refactoring to make the code more candy to the eyegit svn id f bb ffa edef ,inline
hv rename type argument to container element,rename
feature move getvmarguments to configurationhelper getjvmargs,move
snapshottesttool rename exclude to excludefield,rename
splunkexport and importtool inheirits from splunktool removed the duplication between the splunkexporttool and splunkimporttool,pull up
remove failurestrategytest as failurestrategy is now a fully abstract class with no behavior to test moved the singular test in that class to a more logical location created by moe moe migrated revid ,move
remove old style constants from record classes,inline
added some bipart functions and refactor,pull up
calculate absolute positions incrementally prep work for pagination light cleanup fix bug where floats nested in floats could cause the outer float to be positioned in the wrong place,extract
extract common g gap assertion code into something more readable for processor with methods,extract
while holding down ctrl over an identifier in a sourcecodeview the identifier will now be underlined and the mouse pointer will change to indicate that clicking jumps to the symbol s definition,inline
added support for version command to upload to gist github com,extract
rename parameterholder getparameters to getallparameters,rename
fix memory leak in color cache push calculatedstyle field down to those derived values which need it and remove it from the others remove inheritedlength class which originally resulted in my misinterpretation of the spec,push down
o getting ready for cleaning up inconsistent apis and stuff,inline
 read lifecycle mapping metadata from maven plugin artifact when calculating buildi lifecycle mapping m e will check if main maven plugin artifact has meta inf m e lifecycle mapping metadata xml and will use this resource as additional metadata source new lifecycle mapping metadata sources priorities this pom embedded this pom referenced parent embedded parent referenced grand parent embedded sources contributed by eclipse extensions maven plugin embedded metadata default source if present signed off by igor fedorenko,extract
move to a visitor centric compilation,inline
code clean up introduced array design submission type,push down
jcbc multi values in array mutations this is still an in design part of rfc subdoc api motivation rfc introduces the possibility to insert multiple values at once in an existing array this is the implementation of this part of the rfc modifications a new internal type multivalue is introduced to facilitate the special encoding needed for multi valued array mutations fragmenttranscoder now has two abstract methods one is the classic encoding path the other is the multivalue encoding path new specs have been added to the subdoc builders arrayprependall arrayappendall and arrayinsertall each of these takes a collection of values a convenience alternative signature using varargs is also offered for each but doesn t offer the createparents parameter the different naming xxxall suffix allows to disambiguate some edge cases relative to varargs for the compiler it is also close to the java collections idiom results multi valued inserts are now possible in the java subdoc api using either a collection or a vararg enumeration tests have been adapted change id i d ab abba c a d bb c d reviewed on tested by simon baslé reviewed by michael nitschinger reviewed by mark nunberg,pull up
add hooks support,extract
generified extraction of a view at a certain index,extract
more tenant repository renames further renaming the tenant concept to simple multiple named repositories,rename
added javadoc,extract
renamed keyparser registeraction to keyparser registerideaaction,rename
heatmap properties view finished improvements on colorscale library to allow generic drawing of scales git svn id b f a e b ddf ,push down
update tooltip when we change the button label not sure why we thought of setup initial and set during the program differently combine them into one method,inline
refactored webprocessor extracted abstractprocessordecorator which handles the core of the implementation of a xformsprocessor,pull up
renamed the paging parameters to something more logical,rename
aravind sharvani removed reportgateway interface,pull up
replaced weakreference resource references with a new class resourcereference this should fix most of each resource now holds its own reference in a public final field in the constructor it can either take a reference as a parameter and optionally update it or it can make a new reference the access to the constructor and set method in resourcereference is intentionally restricted to let only classes in the resources package handle them fixed handling of null references in several places removed util refsareequal since references should be unique and thus can be compared using made resnode res final since this field shouldn t change the reference will update itself added a new method dispose to resource which null s its reference signalling that the resource has been removed reorganized copy methods used by resources resources implement a single protected method for all copying which is used by two methods in resource copy resourcelist src which should do the same as before clone which makes an exact deep copy of the resource with the same reference the reference can later be updated to point to this new clone note that the update parameter now has a different meaning to update the given reference to point to the new resource as in the constructor moved the updatesource system from resource to resourcereference this means already established listener connections won t break when a resource gets replaced git svn id f f bc e be cd ,pull up
part of updates the s storage provider to set a bucket policy on all new spaces which moves all content to storage class standard infrequently accessed after days also adds an s task which sets the same bucket policy to existing spaces also removes s tasks which were used to set storage class item by item,pull up
db version change set,push down
biserver refactored gwtmodelerworkspacehelper and modelerworkspacehelper to not implement their auto model methods just inherit from basemodelerworkspacehelper,pull up
fix typo move methods getvalue and getunit into projectdiskusageactionfactory class,move
change version to beta add commandfactory to xmemcachedclientfactorybean delete some derepcated methods of memcachedclient,inline
renamed the entry features type to events everywhere in the code,rename
add super keyword and main function generator,extract
hv moving check for illegal parameter constraints from beanmetadataimpl to aggregatedmethodmetadata conflicts hibernate validator src main java org hibernate validator metadata beanmetadataimpl java,move
extract xslt logic into something reusable,extract
rename wrongly named unit test,rename
add optional parameter source to get table cell value keywordwhen source is set to model text extractor won t try to get text from cell s component firsts and will get it directly from table model when source is set to auto default old strategy is used i e extractor will first try to extract text from cell s component and then if this fails it will get it from table model,extract
balajin refactoring pulling up common methods in transitions,pull up
create filemover without observer to further reinforce the idea that a filemover does not require an observer remove it from the constructor add a separate method to add the observer there s no great reason to do this given our current usages but it makes things more flexible going forward i think we still are doing too much control inside a view class we could imagine an implementation in the future where the files to move are decided within the controller and it then might notify interested clients who would then add observers for the files they were interested in this setup allows for that,move
convert generation of js to listener compiles tests green needs cleanup,pull up
more tests refactoring,pull up
removed dozerinitializer and moved code into builder ,move
cleaned up alpha code and prepared for final commit,inline
huge refactoring to make prestoresolver,inline
aesh backport some of the changes lincoln provided in the console shutdown branch read now returns a boolean remove methods not needed in process set testterminal to use consoleinputsession aeshinputstream,inline
o moved interpolate to doaputil and take care of array o using interpolate in doapoptions parameters o improved added test cases git svn id f bb ffa edef ,move
fixed new api stub generation completely forgot about member annotations some refactoring later model and code generator are able to handle them,pull up
refactored projector as regular subprotocol visitor refactored debug printing for projections,push down
changed design of rest web services data flow controller service dao found issue with transactions rest servlet was not aware of tx configuration rest webservices should be now working correctly,push down
revert unchecked changes added facility to configure the csv export the same way adding it at the v version of the module only difference reconstruction of the configuration file in cmscsvexportbean java is adjusted details added csv export configuration facility renamed cmscvsexportbean to cmscsvexportbean and adjusted calls refactored cmscsvexportbean this reverts commit a a e cfaaa d b dd d c d fb,rename
push the listiterator code down into the concrete implementation of abstracturlpager so as to clear up a small design flaw where the abstract class knew about the concrete class git svn id svn svn jbidwatcher com jbidwatcher trunk b acfa eb db b a a cd b e,push down
 renamed some methods in featuredescriptor and objectdescriptor to try and make sense of what they actually do,rename
